assembly_id,cluster_id,cluster_size,split,split_version,allocation_seed,mash_distance_threshold,source_cluster_manifest_sha256
GCF_003029495.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_003931775.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_005280695.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_005519135.2,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_005671375.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_007221455.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_011067065.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_012272735.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_012934965.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_012935065.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_012935145.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_012935185.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_012974845.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_013305465.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_016865465.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_016903135.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_016903215.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_021730415.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_022459295.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_022459875.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_022460575.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_022467435.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_022467735.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_022467905.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_022467975.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_022468295.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_022468565.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_022468795.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_022759565.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_023221535.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_023361015.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_023361175.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_023361915.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_023362115.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_023362215.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_023362275.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_023517195.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_023517215.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_023517695.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_023517715.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_024732425.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_024749545.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_024749765.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_025722955.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_025854015.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_027943685.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_028464005.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_028753295.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_029713785.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_029713865.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_029713925.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_029714005.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_029714105.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_029774275.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_030168245.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_030168285.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_033378915.2,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_036287275.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_036870965.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_037215885.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_038441205.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_038441225.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_038441235.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_038987955.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_038995905.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_038998165.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_040822405.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_041154815.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_042140585.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_042145845.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_043038945.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_043043455.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_043044755.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_043045365.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_043046865.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_043051495.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_043052795.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_043053445.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_043054745.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_046097175.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_046097185.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_046097205.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_048480215.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_048635235.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_048636145.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_048636155.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_050320315.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_050500295.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_051356365.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_052053485.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_052055445.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_052055455.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_053151155.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_053175715.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_054901555.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_056115525.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_056115625.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_056115685.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_056115825.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_056115855.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_056115955.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_056136145.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_056385705.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_900088705.1,MASH_0002,124,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_036718155.2,MASH_0004,3,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_016506985.2,MASH_0004,3,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_030585265.1,MASH_0004,3,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052390855.1,MASH_0007,1,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052391215.1,MASH_0010,1,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052395045.1,MASH_0012,3,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052396345.1,MASH_0012,3,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052396815.1,MASH_0012,3,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052395415.1,MASH_0014,1,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052395845.1,MASH_0015,3,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052396005.1,MASH_0015,3,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052398255.1,MASH_0015,3,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052396545.1,MASH_0017,1,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052396885.1,MASH_0018,1,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052429135.1,MASH_0026,1,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052430155.1,MASH_0027,1,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052440925.1,MASH_0030,1,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_000069245.1,MASH_0032,22,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_001399655.1,MASH_0032,22,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_002210065.1,MASH_0032,22,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_003296225.1,MASH_0032,22,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_012935005.1,MASH_0032,22,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_016127515.1,MASH_0032,22,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_016919505.2,MASH_0032,22,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_019458485.1,MASH_0032,22,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_022459415.1,MASH_0032,22,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_022467655.1,MASH_0032,22,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_024139095.1,MASH_0032,22,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_024749485.1,MASH_0032,22,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_028201495.1,MASH_0032,22,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_039545565.1,MASH_0032,22,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_039779435.1,MASH_0032,22,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_039780165.1,MASH_0032,22,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_040834015.1,MASH_0032,22,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_042140575.1,MASH_0032,22,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_043042805.1,MASH_0032,22,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_046097195.1,MASH_0032,22,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_047227755.2,MASH_0032,22,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_056115905.1,MASH_0032,22,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_001517645.1,MASH_0033,2,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_023809705.1,MASH_0033,2,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_003522665.1,MASH_0036,6,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_009497995.1,MASH_0036,6,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
